userID,frequency,tutorID,name
1,2,44,王爽
1,6,6,方效林
1,1,112,孔佑勇
1,3,112,孔佑勇
1,1,29,杨明
1,1,62,薛晖
1,5,33,Vincent Chau
1,4,124,周卫平
1,5,119,伍家松
1,6,58,王萌
1,6,97,周颖
1,6,9,何田
1,3,35,崇志宏
1,4,23,王帅
1,6,10,金嘉晖
1,2,55,宋沫飞
1,3,54,祁磊
1,2,97,周颖
1,6,123,章品正
1,2,119,伍家松
1,2,98,朱海林
1,4,50,朱夏
1,4,49,张柏礼
1,5,47,徐造林
1,2,117,唐慧
1,5,116,舒华忠
1,6,45,吴强
1,6,13,凌振
1,3,45,吴强
1,3,39,吕建华
1,3,6,方效林
1,1,124,周卫平
1,1,64,姚莉
1,2,67,张志政
1,3,124,周卫平
1,2,25,吴巍炜
1,1,81,杨旭
1,1,81,杨旭
1,6,81,杨旭
1,3,82,张敏灵
1,2,101,王红兵
1,3,107,鲍旭东
1,6,92,王璐璐
1,5,89,廖力
1,5,106,朱海林
1,6,91,戚晓芳
1,5,1,单冯
1,1,1,单冯
1,6,91,戚晓芳
1,3,20,宋爱波
1,3,20,宋爱波
1,4,3,东方
1,1,41,任国林
1,3,25,吴巍炜
1,2,70,高志强
1,3,68,周德宇
1,6,5,董永强
1,1,70,高志强
1,6,68,周德宇
1,3,101,王红兵
2,1,27,熊润群
2,1,99,崇志宏
2,2,40,倪巍伟
2,2,122,於文雪
2,3,105,周玲
2,1,34,陈龙
2,2,118,王世杰
2,6,29,杨明
2,2,105,周玲
2,4,98,朱海林
2,6,100,倪巍伟
2,6,35,崇志宏
2,6,33,Vincent Chau
2,5,121,杨冠羽
2,4,26,吴文甲
2,3,55,宋沫飞
2,6,116,舒华忠
2,6,89,廖力
2,6,106,朱海林
2,4,93,王岩冰
2,1,80,杨绍富
2,6,77,时霄
2,6,76,倪庆剑
2,5,110,季续
2,2,71,蒋嶷川
2,6,94,仲新宇
2,6,94,仲新宇
2,1,68,周德宇
2,5,66,张宇
2,6,66,张宇
2,3,63,闫亚萍
2,6,112,孔佑勇
2,3,62,薛晖
2,2,112,孔佑勇
2,2,59,吴含前
2,6,58,王萌
2,5,57,王红兵
2,1,56,汪鹏
2,6,54,祁磊
2,4,97,周颖
2,5,51,耿新
2,3,51,耿新
2,5,49,张柏礼
2,5,46,徐立臻
2,5,43,王伟
2,2,42,宛斌
2,6,116,舒华忠
2,1,22,王萃寒
2,6,0,陈巍巍
2,4,6,方效林
2,3,12,李幼平(院士)
2,1,124,周卫平
2,1,13,凌振
2,2,104,仲新宇
2,6,2,丁玎
2,1,101,王红兵
2,5,14,刘波
2,1,103,吴含前
2,5,11,李伟
2,4,2,丁玎
3,4,52,贾育衡
3,4,52,贾育衡
3,1,53,漆桂林
3,6,105,周玲
3,6,2,丁玎
3,5,15,罗军舟
3,6,15,罗军舟
3,5,54,祁磊
3,2,55,宋沫飞
3,3,104,仲新宇
3,3,35,崇志宏
3,6,114,罗立民
3,2,8,顾晓丹
3,6,59,吴含前
3,4,36,何洁月
3,4,38,李微
3,5,109,董晓
3,1,107,鲍旭东
3,6,45,吴强
3,3,13,凌振
3,1,85,周毅
3,5,102,王岩冰
3,4,13,凌振
3,4,102,王岩冰
3,4,46,徐立臻
3,1,102,王岩冰
3,6,86,孔祥龙
3,6,41,任国林
3,3,14,刘波
3,2,97,周颖
3,3,48,杨全胜
3,3,14,刘波
3,3,102,王岩冰
3,5,34,陈龙
3,2,117,唐慧
3,3,88,李传佑
3,3,16,吕妍
3,4,8,顾晓丹
3,3,30,杨鹏
3,3,120,杨淳沨
3,5,101,王红兵
3,4,64,姚莉
3,2,30,杨鹏
3,4,94,仲新宇
3,4,64,姚莉
3,5,119,伍家松
3,6,4,董恺
3,6,31,张竞慧
3,2,5,董永强
3,1,63,闫亚萍
3,6,63,闫亚萍
3,3,2,丁玎
3,2,6,方效林
3,6,119,伍家松
3,2,22,王萃寒
3,3,61,徐宁
3,2,19,沈军
3,4,113,李松毅
3,1,103,吴含前
3,3,6,方效林
4,6,5,董永强
4,6,5,董永强
4,2,82,张敏灵
4,5,110,季续
4,1,110,季续
4,3,79,魏通
4,6,73,李慧颖
4,3,45,吴强
4,4,73,李慧颖
4,5,78,王万元
4,4,93,王岩冰
4,3,80,杨绍富
4,6,68,周德宇
4,1,64,姚莉
4,6,67,张志政
4,1,95,周玲
4,6,105,周玲
4,4,58,王萌
4,5,8,顾晓丹
4,3,108,陈阳
4,6,10,金嘉晖
4,4,63,闫亚萍
4,1,6,方效林
4,1,10,金嘉晖
4,4,53,漆桂林
4,5,6,方效林
4,3,107,鲍旭东
4,1,65,张祥
4,5,11,李伟
4,4,11,李伟
4,6,109,董晓
4,2,49,张柏礼
4,6,111,姜龙玉
4,3,44,王爽
4,2,115,沈傲东
4,5,21,王贝伦
4,4,34,陈龙
4,6,39,吕建华
4,3,29,杨明
4,1,18,沈典
4,5,35,崇志宏
4,3,86,孔祥龙
4,4,86,孔祥龙
4,6,0,陈巍巍
4,3,105,周玲
4,2,122,於文雪
4,3,21,王贝伦
4,3,22,王萃寒
4,1,42,宛斌
4,1,37,李小平
4,6,15,罗军舟
4,1,26,吴文甲
4,6,42,宛斌
4,2,43,王伟
4,1,43,王伟
4,2,18,沈典
4,2,34,陈龙
4,6,100,倪巍伟
4,1,13,凌振
4,2,14,刘波
5,4,30,杨鹏
5,1,7,傅忱忱
5,3,89,廖力
5,5,2,丁玎
5,2,7,傅忱忱
5,4,89,廖力
5,5,62,薛晖
5,6,62,薛晖
5,4,91,戚晓芳
5,1,16,吕妍
5,4,16,吕妍
5,5,95,周玲
5,6,103,吴含前
5,1,82,张敏灵
5,5,63,闫亚萍
5,1,65,张祥
5,4,69,陈浩
5,1,26,吴文甲
5,4,76,倪庆剑
5,2,76,倪庆剑
5,2,109,董晓
5,2,75,刘胥影
5,5,78,王万元
5,6,72,赖大荣
5,2,124,周卫平
5,3,71,蒋嶷川
5,5,65,张祥
5,1,1,单冯
5,6,70,高志强
5,4,80,杨绍富
5,3,20,宋爱波
5,5,25,吴巍炜
5,6,94,仲新宇
5,4,25,吴巍炜
5,6,5,董永强
5,4,67,张志政
5,4,80,杨绍富
5,1,34,陈龙
5,3,91,戚晓芳
5,1,85,周毅
5,2,10,金嘉晖
5,2,46,徐立臻
5,5,82,张敏灵
5,6,9,何田
5,2,106,朱海林
5,5,36,何洁月
5,4,48,杨全胜
5,4,84,周一峰
5,3,114,罗立民
5,3,45,吴强
5,3,53,漆桂林
5,2,53,漆桂林
5,5,8,顾晓丹
5,1,57,王红兵
5,4,44,王爽
5,5,82,张敏灵
5,3,88,李传佑
5,1,44,王爽
5,2,15,罗军舟
5,6,37,李小平
6,5,49,张柏礼
6,6,11,李伟
6,2,110,季续
6,2,103,吴含前
6,1,106,朱海林
6,1,117,唐慧
6,1,80,杨绍富
6,4,69,陈浩
6,6,14,刘波
6,2,70,高志强
6,5,34,陈龙
6,3,4,董恺
6,1,71,蒋嶷川
6,5,40,倪巍伟
6,2,23,王帅
6,6,21,王贝伦
6,1,116,舒华忠
6,4,45,吴强
6,4,21,王贝伦
6,4,45,吴强
6,3,75,刘胥影
6,6,75,刘胥影
6,3,122,於文雪
6,2,43,王伟
6,1,3,东方
6,5,11,李伟
6,5,10,金嘉晖
6,5,94,仲新宇
6,5,102,王岩冰
6,5,30,杨鹏
6,3,31,张竞慧
6,3,31,张竞慧
6,1,6,方效林
6,6,114,罗立民
6,6,62,薛晖
6,3,62,薛晖
6,4,56,汪鹏
6,3,56,汪鹏
6,6,56,汪鹏
6,3,32,朱同鑫
6,4,61,徐宁
6,3,8,顾晓丹
6,2,95,周玲
6,5,59,吴含前
6,2,96,周晓宇
6,5,15,罗军舟
6,1,35,崇志宏
6,1,17,马卫东
6,6,84,周一峰
6,4,111,姜龙玉
6,2,18,沈典
6,6,124,周卫平
6,2,27,熊润群
6,6,108,陈阳
6,2,54,祁磊
6,4,122,於文雪
6,2,107,鲍旭东
6,1,36,何洁月
6,1,26,吴文甲
6,1,111,姜龙玉
7,4,80,杨绍富
7,6,1,单冯
7,3,91,戚晓芳
7,2,90,刘志昊
7,3,92,王璐璐
7,3,2,丁玎
7,6,90,刘志昊
7,1,81,杨旭
7,5,91,戚晓芳
7,2,1,单冯
7,5,77,时霄
7,6,2,丁玎
7,4,100,倪巍伟
7,1,93,王岩冰
7,1,43,王伟
7,3,42,宛斌
7,5,41,任国林
7,3,41,任国林
7,6,116,舒华忠
7,6,97,周颖
7,1,116,舒华忠
7,6,38,李微
7,3,38,李微
7,6,117,唐慧
7,3,93,王岩冰
7,1,37,李小平
7,2,34,陈龙
7,3,101,王红兵
7,4,33,Vincent Chau
7,3,119,伍家松
7,6,17,马卫东
7,3,18,沈典
7,4,121,杨冠羽
7,6,23,王帅
7,4,23,王帅
7,6,23,王帅
7,3,35,崇志宏
7,6,47,徐造林
7,1,115,沈傲东
7,2,52,贾育衡
7,2,74,李竹颖
7,3,73,李慧颖
7,3,71,蒋嶷川
7,5,70,高志强
7,2,70,高志强
7,3,110,季续
7,5,69,陈浩
7,1,68,周德宇
7,2,5,董永强
7,2,111,姜龙玉
7,4,51,耿新
7,5,64,姚莉
7,4,94,仲新宇
7,2,64,姚莉
7,5,53,漆桂林
7,4,53,漆桂林
7,4,59,吴含前
7,5,114,罗立民
7,2,7,傅忱忱
7,6,56,汪鹏
8,5,95,周玲
8,4,92,王璐璐
8,3,96,周晓宇
8,1,105,周玲
8,4,99,崇志宏
8,6,102,王岩冰
8,2,105,周玲
8,3,97,周颖
8,6,105,周玲
8,1,93,王岩冰
8,5,114,罗立民
8,3,88,李传佑
8,2,89,廖力
8,4,38,李微
8,2,36,何洁月
8,1,118,王世杰
8,4,35,崇志宏
8,6,119,伍家松
8,5,26,吴文甲
8,1,21,王贝伦
8,3,21,王贝伦
8,2,21,王贝伦
8,4,20,宋爱波
8,5,19,沈军
8,6,16,吕妍
8,2,16,吕妍
8,3,15,罗军舟
8,5,122,於文雪
8,1,11,李伟
8,5,11,李伟
8,5,6,方效林
8,4,5,董永强
8,6,5,董永强
8,5,4,董恺
8,4,1,单冯
8,6,40,倪巍伟
8,3,47,徐造林
8,5,39,吕建华
8,1,69,陈浩
8,3,87,李必信
8,2,86,孔祥龙
8,4,86,孔祥龙
8,2,86,孔祥龙
8,5,83,张伟嘉
8,6,76,倪庆剑
8,1,76,倪庆剑
8,2,109,董晓
8,1,72,赖大荣
8,3,69,陈浩
8,4,114,罗立民
8,1,69,陈浩
8,2,68,周德宇
8,3,103,吴含前
8,2,113,李松毅
8,2,56,汪鹏
8,4,57,王红兵
8,5,60,吴天星
8,6,60,吴天星
8,1,112,孔佑勇
8,2,67,张志政
9,4,113,李松毅
9,1,103,吴含前
9,4,113,李松毅
9,4,106,朱海林
9,6,120,杨淳沨
9,3,108,陈阳
9,6,122,於文雪
9,1,120,杨淳沨
9,3,120,杨淳沨
9,2,111,姜龙玉
9,6,123,章品正
9,5,114,罗立民
9,3,62,薛晖
9,4,70,高志强
9,6,75,刘胥影
9,4,72,赖大荣
9,3,71,蒋嶷川
9,3,69,陈浩
9,1,67,张志政
9,1,25,吴巍炜
9,5,27,熊润群
9,1,65,张祥
9,3,64,姚莉
9,3,27,熊润群
9,1,27,熊润群
9,2,24,汪芸
9,1,63,闫亚萍
9,4,61,徐宁
9,1,33,Vincent Chau
9,1,55,宋沫飞
9,3,55,宋沫飞
9,2,37,李小平
9,3,51,耿新
9,6,38,李微
9,5,45,吴强
9,2,41,任国林
9,6,41,任国林
9,3,41,任国林
9,3,124,周卫平
9,3,76,倪庆剑
9,6,39,吕建华
9,5,7,傅忱忱
9,3,92,王璐璐
9,6,5,董永强
9,4,9,何田
9,1,10,金嘉晖
9,6,95,周玲
9,6,97,周颖
9,2,86,孔祥龙
9,3,11,李伟
9,6,83,张伟嘉
9,6,11,李伟
9,4,3,东方
9,4,82,张敏灵
9,4,98,朱海林
9,3,2,丁玎
9,2,14,刘波
9,2,100,倪巍伟
9,3,81,杨旭
9,5,83,张伟嘉
10,4,35,崇志宏
10,6,37,李小平
10,4,35,崇志宏
10,5,1,单冯
10,3,118,王世杰
10,6,22,王萃寒
10,4,33,Vincent Chau
10,6,5,董永强
10,4,32,朱同鑫
10,1,31,张竞慧
10,3,23,王帅
10,5,29,杨明
10,5,122,於文雪
10,4,122,於文雪
10,6,120,杨淳沨
10,4,120,杨淳沨
10,2,38,李微
10,6,21,王贝伦
10,5,24,汪芸
10,5,35,崇志宏
10,3,103,吴含前
10,6,56,汪鹏
10,5,46,徐立臻
10,2,76,倪庆剑
10,3,81,杨旭
10,1,107,鲍旭东
10,6,83,张伟嘉
10,4,106,朱海林
10,5,83,张伟嘉
10,4,88,李传佑
10,2,88,李传佑
10,2,90,刘志昊
10,2,105,周玲
10,6,91,戚晓芳
10,4,93,王岩冰
10,5,97,周颖
10,3,99,崇志宏
10,6,102,王岩冰
10,2,76,倪庆剑
10,2,75,刘胥影
10,3,109,董晓
10,3,69,陈浩
10,6,50,朱夏
10,5,51,耿新
10,4,52,贾育衡
10,2,56,汪鹏
10,2,102,王岩冰
10,5,57,王红兵
10,3,58,王萌
10,2,40,倪巍伟
10,4,59,吴含前
10,3,59,吴含前
10,6,63,闫亚萍
10,2,111,姜龙玉
10,4,111,姜龙玉
10,3,65,张祥
10,5,66,张宇
10,2,110,季续
10,2,59,吴含前
10,6,124,周卫平
